,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
259,Hofn,100,IS,1566775068,99,64.25,-15.21,40.4,9.08
260,Nyurba,16,RU,1566775070,62,63.29,118.35,60.74,2.42
261,Provideniya,75,RU,1566775071,87,64.42,-173.23,51.8,6.71
262,Mahebourg,40,MU,1566775004,73,-20.41,57.7,69.8,11.41
263,Clyde River,1,CA,1566775048,81,70.47,-68.59,44.6,13.87
264,Ribeira Grande,89,PT,1566774990,87,38.52,-28.7,70.64,12.03
265,Buchanan,75,LR,1566775076,94,5.88,-10.05,77.0,11.41
266,Faya,0,SA,1566775077,52,18.39,42.45,68.0,1.05
267,Srednekolymsk,28,RU,1566775079,47,67.46,153.71,62.18,9.37
268,Northam,0,AU,1566775080,76,-31.65,116.67,48.2,6.93
269,Hirara,20,JP,1566775082,88,24.8,125.28,82.4,8.05
270,Honningsvag,99,NO,1566775083,91,70.98,25.97,48.14,2.19
271,Araouane,100,ML,1566775084,51,18.9,-3.53,87.74,11.32
272,Noumea,71,NC,1566775034,53,-22.28,166.46,73.4,4.7
273,Nizhnevartovsk,90,RU,1566775031,100,60.93,76.58,44.6,0.69
274,Taltal,0,CL,1566775088,56,-25.41,-70.49,59.12,2.93
275,Kodiak,90,US,1566774983,93,39.95,-94.76,68.0,12.75
276,Listvyanskiy,5,RU,1566775091,83,54.44,83.49,52.28,5.19
277,Vieques,20,PR,1566775092,66,18.43,-65.83,86.0,12.75
278,Partizanskoye,27,RU,1566775093,59,53.35,78.35,57.86,8.5
279,Durban,82,CA,1566775095,80,51.93,-101.44,67.94,5.84
280,Hollins,90,US,1566775096,53,37.35,-79.95,73.4,9.17
281,Talmenka,0,RU,1566775097,62,53.82,83.56,57.2,4.47
282,Jasper,75,US,1566775099,100,33.83,-87.28,77.0,3.38
283,Touros,0,BR,1566775100,83,-5.2,-35.46,77.0,6.93
284,Zeya,2,RU,1566775101,61,53.74,127.27,67.22,2.98
285,Cortez,1,US,1566775103,14,37.35,-108.58,91.4,8.05
286,Vao,53,EE,1566775104,67,59.1,26.19,56.24,7.72
287,Lusaka,0,ZM,1566775105,72,-15.42,28.28,59.0,3.36
288,Bowen,30,AU,1566775106,88,-20.01,148.25,75.0,3.36
289,Makakilo City,40,US,1566775108,46,21.35,-158.09,89.6,9.17
290,Paulo Afonso,35,BR,1566775109,85,-9.4,-38.23,66.5,10.65
291,Damaturu,37,NG,1566775110,79,11.75,11.96,74.06,7.18
292,Fortuna,20,ES,1566775112,78,38.18,-1.13,78.8,5.82
293,Nador,75,MA,1566775113,83,35.17,-2.93,77.0,6.93
294,Yabrud,0,SY,1566775115,68,33.97,36.66,71.6,8.05
295,Tarakan,75,ID,1566775116,94,3.3,117.63,75.2,6.93
296,Campo Grande,0,BR,1566775117,30,-20.46,-54.62,80.6,6.93
297,Laguna,40,BZ,1566775118,74,16.17,-88.94,87.8,6.93
298,Teeli,8,RU,1566775120,64,51.01,90.2,46.88,1.66
299,Fare,0,PF,1566775121,66,-16.7,-151.02,78.2,5.97
300,Rawson,67,AR,1566775026,50,-43.3,-65.11,50.3,16.71
301,Riviere-du-Loup,0,CA,1566775124,57,47.83,-69.53,56.96,2.42
302,Rincon,75,PA,1566775125,94,8.46,-82.28,75.2,2.24
303,Bagula,12,IN,1566775127,93,23.33,88.64,78.02,9.64
304,ChengDe,71,CN,1566775128,71,40.97,117.93,67.4,2.48
305,Praia da Vitoria,75,PT,1566775129,77,38.73,-27.07,69.8,12.77
306,Ancud,90,CL,1566775131,93,-41.87,-73.83,46.4,11.41
307,Boa Vista,40,BR,1566775132,43,2.82,-60.67,91.4,8.05
308,Peniche,40,PT,1566775134,100,39.36,-9.38,64.99,1.12
309,Mana,89,NG,1566775135,89,13.03,5.27,74.06,5.23
310,Udachnyy,0,RU,1566775136,58,66.42,112.4,55.4,4.47
311,Pangody,100,RU,1566775138,91,65.85,74.49,40.58,14.05
312,Qeshm,0,IR,1566775139,74,26.96,56.27,89.6,6.93
313,Filingue,43,NE,1566775141,72,14.35,3.32,80.18,6.71
314,Gagnoa,95,CI,1566775142,98,6.13,-5.95,70.46,4.79
315,Saint-Francois,0,FR,1566775144,68,46.42,3.91,66.2,3.18
316,Deputatskiy,73,RU,1566775024,82,69.3,139.9,49.94,4.81
317,Terney,43,RU,1566775146,73,45.05,136.61,65.06,0.6
318,Chama,22,ZM,1566775147,66,-11.22,33.16,65.78,1.34
319,Henties Bay,0,NA,1566775149,76,-22.12,14.28,63.0,12.28
320,Batsfjord,75,NO,1566775150,100,70.63,29.72,48.2,11.41
321,Aksarka,42,RU,1566775152,75,66.56,67.8,39.68,3.13
322,Nouakchott,40,MR,1566775153,78,18.08,-15.98,80.6,11.41
323,Benjamin Hill,24,MX,1566775154,53,30.17,-111.1,93.0,1.01
324,Puerto Ayacucho,40,CO,1566775156,62,5.66,-67.63,87.8,3.74
325,Cherskiy,100,RU,1566775157,75,68.75,161.3,60.92,8.72
326,Tototlan,75,MX,1566775158,73,20.55,-102.8,69.8,4.7
327,Belaya Gora,98,RU,1566775160,65,68.54,146.19,58.4,10.25
328,Shimoda,75,JP,1566775161,83,34.7,138.93,82.0,17.22
329,Bereznik,76,RU,1566775162,94,62.86,42.71,45.62,4.23
330,Nioro,100,GM,1566775164,86,13.79,-15.05,77.3,4.99
331,Roebourne,0,AU,1566775165,37,-20.77,117.15,69.92,1.1
332,Dauphin,20,CA,1566775167,73,51.15,-100.04,71.6,5.82
333,Chernaya Kholunitsa,25,RU,1566775168,98,58.85,51.72,43.64,7.54
334,Pascagoula,1,US,1566775169,74,30.37,-88.56,82.4,3.36
335,Toamasina,75,MG,1566775171,100,-18.17,49.38,66.2,4.7
336,Tura,100,RU,1566775172,81,64.27,100.22,55.88,4.05
337,Sinnamary,83,GF,1566775174,76,5.38,-52.96,82.7,19.84
338,Aasiaat,98,GL,1566775175,69,68.71,-52.87,36.62,6.6
339,Port Blair,100,IN,1566775176,82,11.67,92.75,80.9,26.26
340,Sheboygan,1,US,1566774974,72,43.75,-87.71,71.6,6.93
341,Lumeje,28,AO,1566775179,28,-11.56,20.78,59.66,5.82
342,Qaqortoq,0,GL,1566775181,52,60.72,-46.03,46.4,4.7
343,Rajbiraj,0,NP,1566775182,78,26.54,86.75,80.18,7.36
344,Emerald,71,AU,1566775183,77,-23.53,148.16,66.0,4.7
345,Tomatlan,46,MX,1566775185,76,19.93,-105.25,85.94,14.16
346,Yulara,0,AU,1566775186,49,-25.24,130.99,48.2,6.93
347,Goya,90,AR,1566775187,82,-29.14,-59.27,64.4,16.11
348,Coihaique,75,CL,1566775189,65,-45.58,-72.07,46.4,4.7
349,Belmonte,70,PT,1566775190,63,40.36,-7.35,68.0,1.61
350,Turayf,0,SA,1566775192,36,31.68,38.65,80.6,11.41
351,Lasa,0,CY,1566775193,60,34.92,32.53,80.6,8.05
352,Stepnyak,0,KZ,1566775194,71,52.83,70.79,58.4,7.92
353,Ratnagiri,100,IN,1566775196,79,16.98,73.3,80.72,12.44
354,Ostrovnoy,100,RU,1566775197,89,68.05,39.51,44.72,15.48
355,Port Moresby,75,PG,1566775198,78,-9.47,147.16,77.0,5.82
356,Aitape,87,PG,1566775200,62,-3.15,142.36,84.5,5.53
357,Tanete,86,ID,1566775201,72,-3.94,119.78,78.74,11.99
358,Codrington,90,AU,1566775202,82,-28.95,153.24,64.99,6.93
359,Broome,0,GB,1566775203,77,52.47,1.45,69.8,1.12
360,Gizo,0,IL,1566775205,74,31.8,34.94,80.01,5.82
361,De-Kastri,85,RU,1566775206,60,51.48,140.77,63.62,1.59
362,Kokopo,82,PG,1566775208,57,-4.34,152.27,85.22,3.29
363,Miri,98,NG,1566775209,91,10.31,9.75,69.56,1.88
364,Geraldton,20,CA,1566775210,43,49.72,-86.95,71.6,18.34
365,Viedma,69,AR,1566775212,92,-40.81,-62.99,51.2,7.94
366,Smirnykh,100,RU,1566775213,90,49.74,142.83,55.52,1.95
367,Santiago del Estero,0,AR,1566775183,50,-27.8,-64.26,69.2,4.83
368,Sao Joao da Barra,0,BR,1566775216,82,-21.64,-41.05,68.0,6.93
369,Campoverde,75,EC,1566775217,62,-0.91,-78.62,55.4,8.05
370,Acapulco,75,MX,1566775218,79,16.86,-99.88,86.0,9.17
371,Nguruka,75,TZ,1566775220,54,-5.11,31.04,67.58,4.0
372,Jizan,20,SA,1566775221,59,16.89,42.56,89.6,5.82
373,Fairbanks,20,US,1566775202,48,64.84,-147.72,63.0,4.7
374,Kieta,81,PG,1566775224,81,-6.22,155.63,80.18,7.96
375,Bamnet Narong,100,TH,1566775225,96,15.5,101.69,73.16,9.33
376,Pevek,100,RU,1566775226,73,69.7,170.27,45.98,2.01
377,Taos,1,US,1566775228,17,36.41,-105.57,91.4,19.46
378,Riviere-au-Renard,20,CA,1566775229,52,49.0,-64.4,69.8,6.93
379,Veraval,0,FR,1566775230,93,49.65,0.71,70.0,4.7
380,Merauke,93,ID,1566775232,82,-8.49,140.4,74.24,16.96
381,Kamaishi,20,JP,1566775233,77,39.28,141.86,69.8,2.24
382,Josefina,95,PH,1566775234,79,8.21,123.54,79.64,0.94
383,Flin Flon,75,CA,1566775235,53,54.77,-101.88,71.6,8.05
384,Sindor,43,RU,1566775237,98,62.87,51.9,39.32,4.61
385,Singkang,75,MY,1566775239,94,2.1,102.8,77.0,1.12
386,Rio Grande,20,BR,1566775240,82,-32.03,-52.1,60.8,14.99
387,Eureka,1,US,1566775241,77,40.8,-124.16,73.0,5.82
388,Teya,40,MX,1566775243,44,21.05,-89.07,95.0,9.17
389,Lebu,75,ET,1566775244,82,8.96,38.73,60.8,4.7
390,Barcelos,29,BR,1566775245,81,-0.97,-62.93,77.12,3.04
391,Saurimo,27,AO,1566775247,33,-9.66,20.4,64.88,3.58
392,Praia,0,BR,1566775248,56,-20.25,-43.81,68.0,8.05
393,Byron Bay,40,AU,1566775074,52,-28.65,153.62,73.0,3.36
394,Pereslavl-Zalesskiy,61,RU,1566775251,96,56.74,38.86,47.6,2.98
395,Bubaque,100,GW,1566775252,79,11.28,-15.83,79.82,12.48
396,Altay,0,CN,1566775253,57,47.83,88.13,47.06,3.11
397,Kosjeric,0,RS,1566775255,100,44.0,19.91,66.2,3.38
398,Hambantota,100,LK,1566775256,80,6.12,81.12,79.64,14.23
399,Namatanai,74,PG,1566775257,77,-3.66,152.44,81.44,10.0
400,Zanjan,49,IR,1566775259,55,36.67,48.48,61.64,2.01
401,Guangyuan,99,CN,1566775260,82,32.43,105.86,73.34,2.17
402,Taitung,20,TW,1566775261,83,22.76,121.15,80.6,3.36
403,Iglesias,0,ES,1566775262,93,42.3,-3.99,66.0,8.05
404,Kronshagen,10,DE,1566775264,88,54.33,10.08,69.01,3.36
405,Longyearbyen,75,NO,1566775265,93,78.22,15.63,39.2,4.7
406,Palang,81,ID,1566775266,73,-6.91,112.13,75.5,6.44
407,Aden,10,YE,1566775204,56,12.79,45.03,88.46,7.87
408,Durango,90,MX,1566775269,49,24.02,-104.67,75.0,4.7
409,Joao Pessoa,0,BR,1566775270,94,-7.12,-34.86,73.4,4.7
410,Banepa,75,NP,1566775272,100,27.63,85.52,69.8,2.24
411,Ayan,21,IR,1566775273,54,38.23,44.7,53.18,1.88
412,Kondinskoye,100,RU,1566775275,96,59.65,67.41,51.92,8.39
413,Lahijan,75,IR,1566775276,94,37.21,50.0,73.4,4.12
414,Sitka,0,US,1566775277,57,37.17,-99.65,90.0,13.0
415,Vokhma,10,RU,1566775279,98,58.93,46.76,41.84,5.39
416,Bicazu Ardelean,7,RO,1566775280,83,46.85,25.93,66.99,3.58
417,Victoria,75,BN,1566775159,83,5.28,115.24,78.8,9.4
418,Gundlupet,98,IN,1566775283,91,11.81,76.69,67.22,9.44
419,San Quintin,32,PH,1566775284,81,17.54,120.52,80.9,2.19
420,Lunglei,19,IN,1566775286,97,22.89,92.75,72.8,2.13
421,Pochutla,40,MX,1566775287,79,15.74,-96.47,89.01,6.93
422,Anadyr,0,RU,1566775288,67,64.73,177.51,60.8,2.24
423,Aneby,37,SE,1566775290,93,57.84,14.81,55.4,3.36
424,Homer,40,US,1566775291,45,59.64,-151.54,66.99,5.82
425,Tselinnoye,0,UA,1566775292,50,45.9,34.18,74.24,14.79
426,Sola,99,TZ,1566775294,50,-3.17,33.8,71.54,13.62
427,Killybegs,5,IE,1566775295,91,54.63,-8.45,54.0,1.01
428,Muscat,0,OM,1566775296,94,23.6,58.55,84.2,2.24
429,Omsukchan,100,RU,1566775298,77,62.53,155.8,49.58,4.97
430,Paita,0,PE,1566775299,290,-5.09,-81.11,62.6,12.75
431,Paso de Ovejas,40,MX,1566775300,59,19.28,-96.44,91.4,3.36
432,Cassilandia,0,BR,1566775302,28,-19.11,-51.73,73.34,6.33
433,Pokhara,86,NP,1566775303,70,28.21,83.99,55.88,1.99
434,Greenwood,0,CA,1566775304,50,49.09,-118.68,75.0,4.0
435,Kannod,100,IN,1566775305,96,22.67,76.74,73.52,10.8
436,Novi Troyany,100,UA,1566775307,64,45.94,28.86,70.64,9.69
437,Luba,32,PH,1566775308,81,17.32,120.7,80.9,2.19
438,Gorontalo,99,ID,1566775309,66,0.54,123.06,79.46,0.89
439,Kargat,60,RU,1566775311,76,55.19,80.28,53.9,6.96
440,Carbonia,0,IT,1566775312,78,39.17,8.53,77.0,3.36
441,Wanlaweyn,51,SO,1566775313,84,2.62,44.89,74.24,12.08
442,Barra da Estiva,82,BR,1566775314,83,-13.63,-41.33,61.82,11.23
443,Ouadda,100,CF,1566775316,96,8.07,22.4,64.88,4.16
444,North Shore,1,AU,1566775317,100,-38.1,144.37,48.99,6.93
445,Smithers,75,CA,1566775318,42,54.78,-127.17,62.6,9.17
446,Vega de Alatorre,79,MX,1566775320,77,20.03,-96.65,84.32,2.57
447,Sajanan,21,TN,1566775321,94,37.06,9.24,77.0,4.7
448,Aykhal,0,RU,1566775322,58,65.95,111.51,55.4,4.47
449,Mairang,40,IN,1566775323,88,25.56,91.64,82.4,3.36
450,Temir,80,KZ,1566775325,54,49.14,57.13,64.52,10.2
451,Hamilton,20,CA,1566775276,68,43.26,-79.87,72.0,16.11
452,Los Llanos de Aridane,0,ES,1566775327,83,28.66,-17.92,73.4,16.11
453,Naze,95,NG,1566775329,93,5.43,7.07,73.52,3.44
454,Cam Ranh,20,VN,1566775330,83,11.92,109.15,82.4,1.12
455,Margate,20,AU,1566775331,75,-43.03,147.26,53.01,9.17
456,Imelda,38,PH,1566775333,75,7.64,122.93,81.08,2.51
457,Guane,0,CU,1566775334,65,22.2,-84.09,85.94,4.9
458,Keetmanshoop,0,NA,1566775335,14,-26.57,18.15,66.2,3.36
459,Aljezur,4,PT,1566775336,69,37.31,-8.8,68.0,19.17
460,Balaghat,100,IN,1566775338,97,21.81,80.19,73.16,0.87
461,Mae Sot,100,MM,1566775339,98,16.71,98.57,72.08,1.72
462,Gilgit,77,PK,1566775340,61,35.92,74.31,49.22,0.96
463,Srandakan,81,ID,1566775342,87,-7.94,110.25,73.34,6.87
464,Okhotsk,100,RU,1566775343,80,59.36,143.24,56.06,7.05
465,Lompoc,1,US,1566775127,72,34.64,-120.46,86.0,14.99
466,Oriximina,16,BR,1566775345,52,-1.77,-55.87,85.4,4.68
467,Cardston,75,CA,1566775347,77,49.2,-113.32,61.0,6.93
468,Praya,40,ID,1566775348,94,-8.71,116.27,71.6,14.94
469,Chulman,100,RU,1566775349,98,56.84,124.9,51.02,3.62
470,Gazanjyk,0,TM,1566775350,13,39.24,55.52,76.76,6.73
471,Cotonou,40,BJ,1566775352,88,6.37,2.43,78.8,11.41
472,Jacareacanga,40,BR,1566775353,53,-6.22,-57.76,81.26,2.1
473,Kutum,82,SD,1566775354,75,14.2,24.66,69.92,7.02
474,Rio Gallegos,0,AR,1566775356,60,-51.62,-69.22,42.8,18.34
475,Sumenep,99,ID,1566775357,70,-7.02,113.87,77.84,11.05
476,Bambanglipuro,81,ID,1566775359,87,-7.95,110.28,73.34,6.87
477,Micheweni,0,TZ,1566775360,82,-4.97,39.83,76.94,12.41
478,Kyabe,98,TD,1566775361,98,9.45,18.94,69.74,3.02
479,Panlaitan,54,PH,1566775363,77,12.12,119.85,83.42,7.02
480,Mehamn,97,NO,1566775364,92,71.03,27.85,44.72,7.0
481,Santa Ines,75,EC,1566775365,62,-0.82,-78.63,55.4,8.05
482,Benguela,97,AO,1566775367,87,-12.58,13.4,69.02,2.59
483,Gandorhun,100,SL,1566775368,99,8.44,-10.86,68.3,1.79
484,Sandusky,1,US,1566775369,60,41.45,-82.71,73.99,11.41
485,Aragarcas,0,BR,1566775371,29,-15.9,-52.25,76.76,1.79
486,Matagami,98,NG,1566775372,97,9.67,8.4,67.4,1.23
487,Karwar,98,IN,1566775373,82,14.8,74.13,78.02,1.16
488,Skara,32,SE,1566775374,100,58.38,13.44,57.99,3.36
489,Juruti,26,BR,1566775376,46,-2.16,-56.09,81.98,2.55
490,Sobolevo,40,RU,1566775377,88,54.43,31.9,53.54,3.98
491,Samoded,98,RU,1566775378,93,63.61,40.52,47.78,5.99
492,Jiayuguan,86,CN,1566775380,28,39.77,98.29,66.5,7.47
493,Jinchang,95,CN,1566775381,54,38.52,102.19,63.98,3.98
494,Terre-de-Bas,0,GP,1566775382,74,15.85,-61.64,86.0,6.93
495,Ustrzyki Dolne,55,UA,1566775384,80,49.43,22.59,62.01,2.84
496,San Luis,56,AR,1566775385,42,-33.3,-66.34,62.36,6.67
497,Kasongo-Lunda,98,CD,1566775386,77,-6.48,16.82,69.38,3.18
498,Forio,0,IT,1566775388,69,40.73,13.86,79.0,3.36
499,Sorong,88,ID,1566775389,78,-0.86,131.25,78.92,8.88
500,Alingsas,0,SE,1566775390,82,57.93,12.53,61.0,5.82
501,Mapiripan,10,CO,1566775392,84,2.89,-72.13,75.32,3.53
502,Ayamonte,0,ES,1566775393,83,37.21,-7.4,75.0,1.12
503,Mikhaylovsk,66,RU,1566775394,96,56.44,59.12,50.48,8.34
504,Beringovskiy,0,RU,1566775396,49,63.05,179.32,67.22,1.07
505,Poum,28,MK,1566775397,72,41.28,20.71,60.56,3.78
506,Evensk,99,RU,1566775398,85,61.92,159.24,52.28,3.71
507,Wasilla,90,US,1566775400,37,61.58,-149.44,71.01,3.36
508,Kardla,0,EE,1566775401,82,58.44,26.57,55.99,6.93
509,Albertville,0,FR,1566775402,77,45.68,6.39,62.6,2.24
510,Itamarandiba,4,BR,1566775404,97,-17.86,-42.86,59.66,6.17
511,Walvis Bay,0,NA,1566775405,76,-22.95,14.51,63.0,8.7
512,Fuerte Olimpo,8,BR,1566775186,23,-21.04,-57.87,83.06,5.68
513,Arvika,26,SE,1566775407,100,59.65,12.59,57.99,3.36
514,Bara,99,NG,1566775408,96,10.41,10.6,69.92,4.94
515,Ola,100,RU,1566775410,81,59.58,151.3,53.54,4.14
516,Casas Grandes,67,MX,1566775412,52,30.15,-110.24,83.78,5.77
517,Souillac,0,FR,1566775413,73,45.6,-0.6,73.0,5.82
518,Vila Velha,20,BR,1566775414,74,-3.71,-38.6,80.6,13.87
519,Kaeo,21,NZ,1566775415,98,-35.1,173.78,68.0,13.71
520,Lucea,75,JM,1566775417,70,18.44,-78.17,87.8,4.7
